"","ID","Vehicles"
"155",20170707101,76
"156",20170707111,86
"157",20170707121,90
"158",20170707131,82
"159",20170707141,88
"160",20170707151,88
"161",20170707161,86
"162",20170707171,86
"163",20170707181,88
"164",20170707191,93
"165",20170707201,93
"166",20170707211,89
"167",20170707221,88
"168",20170707231,83
"169",20170708001,76
"170",20170708011,63
"171",20170708021,55
"172",20170708031,47
"173",20170708041,42
"174",20170708051,39
"175",20170708061,41
"176",20170708071,47
"177",20170708081,53
"178",20170708091,62
"179",20170708101,77
"180",20170708111,87
"181",20170708121,91
"182",20170708131,82
"183",20170708141,88
"184",20170708151,89
"185",20170708161,87
"186",20170708171,87
"187",20170708181,89
"188",20170708191,94
"189",20170708201,94
"190",20170708211,89
"191",20170708221,88
"192",20170708231,83
"193",20170709001,79
"194",20170709011,65
"195",20170709021,56
"196",20170709031,49
"197",20170709041,43
"198",20170709051,41
"199",20170709061,43
"200",20170709071,49
"201",20170709081,55
"202",20170709091,64
"203",20170709101,79
"204",20170709111,90
"205",20170709121,94
"206",20170709131,85
"207",20170709141,91
"208",20170709151,92
"209",20170709161,89
"210",20170709171,90
"211",20170709181,92
"212",20170709191,97
"213",20170709201,97
"214",20170709211,92
"215",20170709221,91
"216",20170709231,86
"217",20170710001,77
"218",20170710011,63
"219",20170710021,55
"220",20170710031,48
"221",20170710041,42
"222",20170710051,40
"223",20170710061,42
"224",20170710071,48
"225",20170710081,54
"226",20170710091,63
"227",20170710101,78
"228",20170710111,88
"229",20170710121,92
"230",20170710131,83
"231",20170710141,89
"232",20170710151,90
"233",20170710161,88
"234",20170710171,88
"235",20170710181,90
"236",20170710191,95
"237",20170710201,95
"238",20170710211,91
"239",20170710221,89
"240",20170710231,84
"241",20170711001,75
"242",20170711011,62
"243",20170711021,54
"244",20170711031,47
"245",20170711041,41
"246",20170711051,39
"247",20170711061,41
"248",20170711071,46
"249",20170711081,52
"250",20170711091,61
"251",20170711101,76
"252",20170711111,85
"253",20170711121,89
"254",20170711131,81
"255",20170711141,87
"256",20170711151,87
"257",20170711161,85
"258",20170711171,85
"259",20170711181,87
"260",20170711191,92
"261",20170711201,92
"262",20170711211,88
"263",20170711221,87
"264",20170711231,82
"265",20170712001,76
"266",20170712011,63
"267",20170712021,55
"268",20170712031,47
"269",20170712041,42
"270",20170712051,39
"271",20170712061,41
"272",20170712071,47
"273",20170712081,53
"274",20170712091,62
"275",20170712101,77
"276",20170712111,87
"277",20170712121,91
"278",20170712131,82
"279",20170712141,88
"280",20170712151,89
"281",20170712161,87
"282",20170712171,87
"283",20170712181,89
"284",20170712191,94
"285",20170712201,94
"286",20170712211,89
"287",20170712221,88
"288",20170712231,83
"289",20170713001,76
"290",20170713011,63
"291",20170713021,55
"292",20170713031,47
"293",20170713041,42
"294",20170713051,39
"295",20170713061,41
"296",20170713071,47
"297",20170713081,53
"298",20170713091,62
"299",20170713101,77
"300",20170713111,87
"301",20170713121,91
"302",20170713131,82
"303",20170713141,88
"304",20170713151,89
"305",20170713161,87
"306",20170713171,87
"307",20170713181,89
"308",20170713191,94
"309",20170713201,94
"310",20170713211,89
"311",20170713221,88
"312",20170713231,83
"313",20170714001,75
"314",20170714011,62
"315",20170714021,54
"316",20170714031,47
"317",20170714041,41
"318",20170714051,39
"319",20170714061,41
"320",20170714071,46
"321",20170714081,52
"322",20170714091,62
"323",20170714101,76
"324",20170714111,85
"325",20170714121,89
"326",20170714131,81
"327",20170714141,87
"328",20170714151,88
"329",20170714161,85
"330",20170714171,86
"331",20170714181,88
"332",20170714191,93
"333",20170714201,92
"334",20170714211,88
"335",20170714221,87
"336",20170714231,82
"337",20170715001,78
"338",20170715011,64
"339",20170715021,56
"340",20170715031,48
"341",20170715041,42
"342",20170715051,40
"343",20170715061,42
"344",20170715071,48
"345",20170715081,54
"346",20170715091,64
"347",20170715101,78
"348",20170715111,88
"349",20170715121,93
"350",20170715131,84
"351",20170715141,90
"352",20170715151,91
"353",20170715161,88
"354",20170715171,89
"355",20170715181,91
"356",20170715191,96
"357",20170715201,96
"358",20170715211,91
"359",20170715221,90
"360",20170715231,85
"361",20170716001,80
"362",20170716011,66
"363",20170716021,57
"364",20170716031,50
"365",20170716041,44
"366",20170716051,41
"367",20170716061,43
"368",20170716071,49
"369",20170716081,55
"370",20170716091,65
"371",20170716101,81
"372",20170716111,91
"373",20170716121,95
"374",20170716131,86
"375",20170716141,93
"376",20170716151,93
"377",20170716161,91
"378",20170716171,91
"379",20170716181,93
"380",20170716191,98
"381",20170716201,98
"382",20170716211,94
"383",20170716221,92
"384",20170716231,87
"385",20170717001,78
"386",20170717011,65
"387",20170717021,56
"388",20170717031,49
"389",20170717041,43
"390",20170717051,41
"391",20170717061,43
"392",20170717071,49
"393",20170717081,55
"394",20170717091,64
"395",20170717101,79
"396",20170717111,89
"397",20170717121,93
"398",20170717131,85
"399",20170717141,91
"400",20170717151,92
"401",20170717161,89
"402",20170717171,89
"403",20170717181,91
"404",20170717191,97
"405",20170717201,97
"406",20170717211,92
"407",20170717221,91
"408",20170717231,86
"409",20170718001,81
"410",20170718011,66
"411",20170718021,58
"412",20170718031,50
"413",20170718041,44
"414",20170718051,42
"415",20170718061,44
"416",20170718071,50
"417",20170718081,56
"418",20170718091,66
"419",20170718101,81
"420",20170718111,92
"421",20170718121,96
"422",20170718131,87
"423",20170718141,94
"424",20170718151,94
"425",20170718161,92
"426",20170718171,92
"427",20170718181,94
"428",20170718191,100
"429",20170718201,99
"430",20170718211,95
"431",20170718221,93
"432",20170718231,88
"433",20170719001,82
"434",20170719011,67
"435",20170719021,59
"436",20170719031,51
"437",20170719041,45
"438",20170719051,42
"439",20170719061,44
"440",20170719071,51
"441",20170719081,57
"442",20170719091,67
"443",20170719101,82
"444",20170719111,93
"445",20170719121,97
"446",20170719131,88
"447",20170719141,95
"448",20170719151,95
"449",20170719161,93
"450",20170719171,93
"451",20170719181,95
"452",20170719191,101
"453",20170719201,101
"454",20170719211,96
"455",20170719221,95
"456",20170719231,89
"457",20170720001,85
"458",20170720011,70
"459",20170720021,61
"460",20170720031,53
"461",20170720041,47
"462",20170720051,44
"463",20170720061,46
"464",20170720071,53
"465",20170720081,59
"466",20170720091,70
"467",20170720101,86
"468",20170720111,97
"469",20170720121,101
"470",20170720131,92
"471",20170720141,99
"472",20170720151,99
"473",20170720161,97
"474",20170720171,97
"475",20170720181,99
"476",20170720191,105
"477",20170720201,105
"478",20170720211,100
"479",20170720221,99
"480",20170720231,93
"481",20170721001,83
"482",20170721011,68
"483",20170721021,60
"484",20170721031,52
"485",20170721041,45
"486",20170721051,43
"487",20170721061,45
"488",20170721071,51
"489",20170721081,58
"490",20170721091,68
"491",20170721101,84
"492",20170721111,94
"493",20170721121,99
"494",20170721131,90
"495",20170721141,96
"496",20170721151,97
"497",20170721161,94
"498",20170721171,95
"499",20170721181,97
"500",20170721191,102
"501",20170721201,102
"502",20170721211,97
"503",20170721221,96
"504",20170721231,91
"505",20170722001,85
"506",20170722011,70
"507",20170722021,61
"508",20170722031,53
"509",20170722041,46
"510",20170722051,44
"511",20170722061,46
"512",20170722071,53
"513",20170722081,59
"514",20170722091,70
"515",20170722101,86
"516",20170722111,97
"517",20170722121,101
"518",20170722131,92
"519",20170722141,99
"520",20170722151,99
"521",20170722161,97
"522",20170722171,97
"523",20170722181,99
"524",20170722191,105
"525",20170722201,105
"526",20170722211,100
"527",20170722221,98
"528",20170722231,93
"529",20170723001,87
"530",20170723011,72
"531",20170723021,63
"532",20170723031,54
"533",20170723041,48
"534",20170723051,45
"535",20170723061,48
"536",20170723071,54
"537",20170723081,61
"538",20170723091,72
"539",20170723101,88
"540",20170723111,99
"541",20170723121,104
"542",20170723131,94
"543",20170723141,101
"544",20170723151,102
"545",20170723161,99
"546",20170723171,100
"547",20170723181,102
"548",20170723191,108
"549",20170723201,108
"550",20170723211,103
"551",20170723221,101
"552",20170723231,95
"553",20170724001,84
"554",20170724011,69
"555",20170724021,60
"556",20170724031,52
"557",20170724041,46
"558",20170724051,43
"559",20170724061,46
"560",20170724071,52
"561",20170724081,58
"562",20170724091,69
"563",20170724101,85
"564",20170724111,95
"565",20170724121,100
"566",20170724131,90
"567",20170724141,97
"568",20170724151,98
"569",20170724161,95
"570",20170724171,95
"571",20170724181,98
"572",20170724191,103
"573",20170724201,103
"574",20170724211,98
"575",20170724221,97
"576",20170724231,92
"577",20170725001,78
"578",20170725011,64
"579",20170725021,56
"580",20170725031,49
"581",20170725041,43
"582",20170725051,40
"583",20170725061,42
"584",20170725071,48
"585",20170725081,54
"586",20170725091,64
"587",20170725101,79
"588",20170725111,89
"589",20170725121,93
"590",20170725131,84
"591",20170725141,91
"592",20170725151,91
"593",20170725161,89
"594",20170725171,89
"595",20170725181,91
"596",20170725191,96
"597",20170725201,96
"598",20170725211,92
"599",20170725221,90
"600",20170725231,85
"601",20170726001,78
"602",20170726011,64
"603",20170726021,56
"604",20170726031,48
"605",20170726041,42
"606",20170726051,40
"607",20170726061,42
"608",20170726071,48
"609",20170726081,54
"610",20170726091,64
"611",20170726101,79
"612",20170726111,89
"613",20170726121,93
"614",20170726131,84
"615",20170726141,90
"616",20170726151,91
"617",20170726161,89
"618",20170726171,89
"619",20170726181,91
"620",20170726191,96
"621",20170726201,96
"622",20170726211,91
"623",20170726221,90
"624",20170726231,85
"625",20170727001,80
"626",20170727011,66
"627",20170727021,57
"628",20170727031,50
"629",20170727041,44
"630",20170727051,41
"631",20170727061,43
"632",20170727071,49
"633",20170727081,55
"634",20170727091,65
"635",20170727101,80
"636",20170727111,91
"637",20170727121,95
"638",20170727131,86
"639",20170727141,93
"640",20170727151,93
"641",20170727161,91
"642",20170727171,91
"643",20170727181,93
"644",20170727191,98
"645",20170727201,98
"646",20170727211,94
"647",20170727221,92
"648",20170727231,87
"649",20170728001,82
"650",20170728011,68
"651",20170728021,59
"652",20170728031,51
"653",20170728041,45
"654",20170728051,42
"655",20170728061,45
"656",20170728071,51
"657",20170728081,57
"658",20170728091,67
"659",20170728101,83
"660",20170728111,93
"661",20170728121,98
"662",20170728131,89
"663",20170728141,95
"664",20170728151,96
"665",20170728161,93
"666",20170728171,93
"667",20170728181,96
"668",20170728191,101
"669",20170728201,101
"670",20170728211,96
"671",20170728221,95
"672",20170728231,90
"673",20170729001,84
"674",20170729011,69
"675",20170729021,60
"676",20170729031,52
"677",20170729041,46
"678",20170729051,43
"679",20170729061,45
"680",20170729071,52
"681",20170729081,58
"682",20170729091,69
"683",20170729101,84
"684",20170729111,95
"685",20170729121,100
"686",20170729131,90
"687",20170729141,97
"688",20170729151,98
"689",20170729161,95
"690",20170729171,95
"691",20170729181,98
"692",20170729191,103
"693",20170729201,103
"694",20170729211,98
"695",20170729221,97
"696",20170729231,91
"697",20170730001,83
"698",20170730011,69
"699",20170730021,60
"700",20170730031,52
"701",20170730041,46
"702",20170730051,43
"703",20170730061,45
"704",20170730071,52
"705",20170730081,58
"706",20170730091,68
"707",20170730101,84
"708",20170730111,95
"709",20170730121,99
"710",20170730131,90
"711",20170730141,97
"712",20170730151,97
"713",20170730161,95
"714",20170730171,95
"715",20170730181,97
"716",20170730191,103
"717",20170730201,103
"718",20170730211,98
"719",20170730221,97
"720",20170730231,91
"721",20170731001,79
"722",20170731011,65
"723",20170731021,57
"724",20170731031,49
"725",20170731041,43
"726",20170731051,41
"727",20170731061,43
"728",20170731071,49
"729",20170731081,55
"730",20170731091,65
"731",20170731101,80
"732",20170731111,90
"733",20170731121,94
"734",20170731131,86
"735",20170731141,92
"736",20170731151,92
"737",20170731161,90
"738",20170731171,90
"739",20170731181,92
"740",20170731191,98
"741",20170731201,98
"742",20170731211,93
"743",20170731221,92
"744",20170731231,87
"745",20170801001,74
"746",20170801011,61
"747",20170801021,53
"748",20170801031,46
"749",20170801041,40
"750",20170801051,38
"751",20170801061,40
"752",20170801071,46
"753",20170801081,51
"754",20170801091,61
"755",20170801101,75
"756",20170801111,84
"757",20170801121,88
"758",20170801131,80
"759",20170801141,86
"760",20170801151,86
"761",20170801161,84
"762",20170801171,84
"763",20170801181,86
"764",20170801191,91
"765",20170801201,91
"766",20170801211,87
"767",20170801221,86
"768",20170801231,81
"769",20170802001,79
"770",20170802011,65
"771",20170802021,57
"772",20170802031,49
"773",20170802041,43
"774",20170802051,41
"775",20170802061,43
"776",20170802071,49
"777",20170802081,55
"778",20170802091,65
"779",20170802101,80
"780",20170802111,90
"781",20170802121,94
"782",20170802131,85
"783",20170802141,92
"784",20170802151,92
"785",20170802161,90
"786",20170802171,90
"787",20170802181,92
"788",20170802191,98
"789",20170802201,97
"790",20170802211,93
"791",20170802221,91
"792",20170802231,86
"793",20170803001,77
"794",20170803011,63
"795",20170803021,55
"796",20170803031,48
"797",20170803041,42
"798",20170803051,40
"799",20170803061,42
"800",20170803071,47
"801",20170803081,53
"802",20170803091,63
"803",20170803101,77
"804",20170803111,87
"805",20170803121,91
"806",20170803131,83
"807",20170803141,89
"808",20170803151,89
"809",20170803161,87
"810",20170803171,87
"811",20170803181,89
"812",20170803191,95
"813",20170803201,94
"814",20170803211,90
"815",20170803221,89
"816",20170803231,84
"817",20170804001,72
"818",20170804011,60
"819",20170804021,52
"820",20170804031,45
"821",20170804041,40
"822",20170804051,37
"823",20170804061,39
"824",20170804071,45
"825",20170804081,50
"826",20170804091,59
"827",20170804101,73
"828",20170804111,82
"829",20170804121,86
"830",20170804131,78
"831",20170804141,84
"832",20170804151,84
"833",20170804161,82
"834",20170804171,83
"835",20170804181,84
"836",20170804191,89
"837",20170804201,89
"838",20170804211,85
"839",20170804221,84
"840",20170804231,79
"841",20170805001,73
"842",20170805011,60
"843",20170805021,52
"844",20170805031,45
"845",20170805041,40
"846",20170805051,38
"847",20170805061,40
"848",20170805071,45
"849",20170805081,51
"850",20170805091,60
"851",20170805101,73
"852",20170805111,83
"853",20170805121,87
"854",20170805131,78
"855",20170805141,84
"856",20170805151,85
"857",20170805161,83
"858",20170805171,83
"859",20170805181,85
"860",20170805191,90
"861",20170805201,89
"862",20170805211,85
"863",20170805221,84
"864",20170805231,79
"865",20170806001,74
"866",20170806011,61
"867",20170806021,53
"868",20170806031,46
"869",20170806041,40
"870",20170806051,38
"871",20170806061,40
"872",20170806071,46
"873",20170806081,51
"874",20170806091,60
"875",20170806101,74
"876",20170806111,84
"877",20170806121,88
"878",20170806131,80
"879",20170806141,86
"880",20170806151,86
"881",20170806161,84
"882",20170806171,84
"883",20170806181,86
"884",20170806191,91
"885",20170806201,91
"886",20170806211,87
"887",20170806221,85
"888",20170806231,81
"889",20170807001,74
"890",20170807011,61
"891",20170807021,53
"892",20170807031,46
"893",20170807041,41
"894",20170807051,38
"895",20170807061,40
"896",20170807071,46
"897",20170807081,52
"898",20170807091,61
"899",20170807101,75
"900",20170807111,85
"901",20170807121,89
"902",20170807131,80
"903",20170807141,86
"904",20170807151,87
"905",20170807161,85
"906",20170807171,85
"907",20170807181,87
"908",20170807191,92
"909",20170807201,92
"910",20170807211,87
"911",20170807221,86
"912",20170807231,81
"913",20170808001,75
"914",20170808011,62
"915",20170808021,54
"916",20170808031,47
"917",20170808041,41
"918",20170808051,39
"919",20170808061,41
"920",20170808071,46
"921",20170808081,52
"922",20170808091,61
"923",20170808101,76
"924",20170808111,85
"925",20170808121,89
"926",20170808131,81
"927",20170808141,87
"928",20170808151,87
"929",20170808161,85
"930",20170808171,85
"931",20170808181,87
"932",20170808191,92
"933",20170808201,92
"934",20170808211,88
"935",20170808221,87
"936",20170808231,82
"937",20170809001,77
"938",20170809011,64
"939",20170809021,56
"940",20170809031,48
"941",20170809041,42
"942",20170809051,40
"943",20170809061,42
"944",20170809071,48
"945",20170809081,54
"946",20170809091,63
"947",20170809101,78
"948",20170809111,88
"949",20170809121,92
"950",20170809131,83
"951",20170809141,90
"952",20170809151,90
"953",20170809161,88
"954",20170809171,88
"955",20170809181,90
"956",20170809191,95
"957",20170809201,95
"958",20170809211,91
"959",20170809221,89
"960",20170809231,85
"961",20170810001,76
"962",20170810011,62
"963",20170810021,55
"964",20170810031,47
"965",20170810041,41
"966",20170810051,39
"967",20170810061,41
"968",20170810071,47
"969",20170810081,53
"970",20170810091,62
"971",20170810101,77
"972",20170810111,86
"973",20170810121,90
"974",20170810131,82
"975",20170810141,88
"976",20170810151,89
"977",20170810161,86
"978",20170810171,86
"979",20170810181,88
"980",20170810191,94
"981",20170810201,93
"982",20170810211,89
"983",20170810221,88
"984",20170810231,83
"985",20170811001,74
"986",20170811011,61
"987",20170811021,53
"988",20170811031,46
"989",20170811041,40
"990",20170811051,38
"991",20170811061,40
"992",20170811071,46
"993",20170811081,51
"994",20170811091,60
"995",20170811101,74
"996",20170811111,84
"997",20170811121,88
"998",20170811131,79
"999",20170811141,85
"1000",20170811151,86
"1001",20170811161,84
"1002",20170811171,84
"1003",20170811181,86
"1004",20170811191,91
"1005",20170811201,91
"1006",20170811211,86
"1007",20170811221,85
"1008",20170811231,80
"1009",20170812001,75
"1010",20170812011,62
"1011",20170812021,54
"1012",20170812031,47
"1013",20170812041,41
"1014",20170812051,39
"1015",20170812061,41
"1016",20170812071,46
"1017",20170812081,52
"1018",20170812091,61
"1019",20170812101,76
"1020",20170812111,85
"1021",20170812121,89
"1022",20170812131,81
"1023",20170812141,87
"1024",20170812151,87
"1025",20170812161,85
"1026",20170812171,85
"1027",20170812181,87
"1028",20170812191,92
"1029",20170812201,92
"1030",20170812211,88
"1031",20170812221,87
"1032",20170812231,82
"1033",20170813001,75
"1034",20170813011,62
"1035",20170813021,54
"1036",20170813031,47
"1037",20170813041,41
"1038",20170813051,39
"1039",20170813061,41
"1040",20170813071,46
"1041",20170813081,52
"1042",20170813091,61
"1043",20170813101,76
"1044",20170813111,85
"1045",20170813121,89
"1046",20170813131,81
"1047",20170813141,87
"1048",20170813151,87
"1049",20170813161,85
"1050",20170813171,85
"1051",20170813181,87
"1052",20170813191,92
"1053",20170813201,92
"1054",20170813211,88
"1055",20170813221,87
"1056",20170813231,82
"1057",20170814001,74
"1058",20170814011,61
"1059",20170814021,53
"1060",20170814031,46
"1061",20170814041,40
"1062",20170814051,38
"1063",20170814061,40
"1064",20170814071,46
"1065",20170814081,51
"1066",20170814091,61
"1067",20170814101,75
"1068",20170814111,84
"1069",20170814121,88
"1070",20170814131,80
"1071",20170814141,86
"1072",20170814151,86
"1073",20170814161,84
"1074",20170814171,84
"1075",20170814181,86
"1076",20170814191,91
"1077",20170814201,91
"1078",20170814211,87
"1079",20170814221,85
"1080",20170814231,81
"1081",20170815001,76
"1082",20170815011,63
"1083",20170815021,55
"1084",20170815031,48
"1085",20170815041,42
"1086",20170815051,39
"1087",20170815061,42
"1088",20170815071,47
"1089",20170815081,53
"1090",20170815091,63
"1091",20170815101,77
"1092",20170815111,87
"1093",20170815121,91
"1094",20170815131,83
"1095",20170815141,89
"1096",20170815151,89
"1097",20170815161,87
"1098",20170815171,87
"1099",20170815181,89
"1100",20170815191,94
"1101",20170815201,94
"1102",20170815211,90
"1103",20170815221,88
"1104",20170815231,84
"1105",20170816001,78
"1106",20170816011,65
"1107",20170816021,56
"1108",20170816031,49
"1109",20170816041,43
"1110",20170816051,41
"1111",20170816061,43
"1112",20170816071,49
"1113",20170816081,55
"1114",20170816091,64
"1115",20170816101,79
"1116",20170816111,89
"1117",20170816121,93
"1118",20170816131,85
"1119",20170816141,91
"1120",20170816151,92
"1121",20170816161,89
"1122",20170816171,89
"1123",20170816181,91
"1124",20170816191,97
"1125",20170816201,97
"1126",20170816211,92
"1127",20170816221,91
"1128",20170816231,86
"1129",20170817001,77
"1130",20170817011,64
"1131",20170817021,55
"1132",20170817031,48
"1133",20170817041,42
"1134",20170817051,40
"1135",20170817061,42
"1136",20170817071,48
"1137",20170817081,54
"1138",20170817091,63
"1139",20170817101,78
"1140",20170817111,88
"1141",20170817121,92
"1142",20170817131,83
"1143",20170817141,90
"1144",20170817151,90
"1145",20170817161,88
"1146",20170817171,88
"1147",20170817181,90
"1148",20170817191,95
"1149",20170817201,95
"1150",20170817211,91
"1151",20170817221,89
"1152",20170817231,84
"1153",20170818001,79
"1154",20170818011,65
"1155",20170818021,57
"1156",20170818031,49
"1157",20170818041,43
"1158",20170818051,41
"1159",20170818061,43
"1160",20170818071,49
"1161",20170818081,55
"1162",20170818091,65
"1163",20170818101,80
"1164",20170818111,90
"1165",20170818121,94
"1166",20170818131,86
"1167",20170818141,92
"1168",20170818151,93
"1169",20170818161,90
"1170",20170818171,90
"1171",20170818181,92
"1172",20170818191,98
"1173",20170818201,98
"1174",20170818211,93
"1175",20170818221,92
"1176",20170818231,87
"1177",20170819001,80
"1178",20170819011,66
"1179",20170819021,58
"1180",20170819031,50
"1181",20170819041,44
"1182",20170819051,42
"1183",20170819061,44
"1184",20170819071,50
"1185",20170819081,56
"1186",20170819091,66
"1187",20170819101,81
"1188",20170819111,92
"1189",20170819121,96
"1190",20170819131,87
"1191",20170819141,93
"1192",20170819151,94
"1193",20170819161,92
"1194",20170819171,92
"1195",20170819181,94
"1196",20170819191,99
"1197",20170819201,99
"1198",20170819211,94
"1199",20170819221,93
"1200",20170819231,88
"1201",20170820001,84
"1202",20170820011,69
"1203",20170820021,60
"1204",20170820031,52
"1205",20170820041,46
"1206",20170820051,43
"1207",20170820061,46
"1208",20170820071,52
"1209",20170820081,58
"1210",20170820091,69
"1211",20170820101,85
"1212",20170820111,95
"1213",20170820121,100
"1214",20170820131,90
"1215",20170820141,97
"1216",20170820151,98
"1217",20170820161,95
"1218",20170820171,96
"1219",20170820181,98
"1220",20170820191,103
"1221",20170820201,103
"1222",20170820211,98
"1223",20170820221,97
"1224",20170820231,92
"1225",20170821001,82
"1226",20170821011,67
"1227",20170821021,59
"1228",20170821031,51
"1229",20170821041,45
"1230",20170821051,42
"1231",20170821061,44
"1232",20170821071,50
"1233",20170821081,57
"1234",20170821091,67
"1235",20170821101,82
"1236",20170821111,93
"1237",20170821121,97
"1238",20170821131,88
"1239",20170821141,95
"1240",20170821151,95
"1241",20170821161,93
"1242",20170821171,93
"1243",20170821181,95
"1244",20170821191,101
"1245",20170821201,100
"1246",20170821211,96
"1247",20170821221,94
"1248",20170821231,89
"1249",20170822001,84
"1250",20170822011,69
"1251",20170822021,60
"1252",20170822031,52
"1253",20170822041,46
"1254",20170822051,43
"1255",20170822061,46
"1256",20170822071,52
"1257",20170822081,58
"1258",20170822091,69
"1259",20170822101,84
"1260",20170822111,95
"1261",20170822121,100
"1262",20170822131,90
"1263",20170822141,97
"1264",20170822151,98
"1265",20170822161,95
"1266",20170822171,95
"1267",20170822181,98
"1268",20170822191,103
"1269",20170822201,103
"1270",20170822211,98
"1271",20170822221,97
"1272",20170822231,91
"1273",20170823001,86
"1274",20170823011,71
"1275",20170823021,62
"1276",20170823031,53
"1277",20170823041,47
"1278",20170823051,44
"1279",20170823061,47
"1280",20170823071,53
"1281",20170823081,60
"1282",20170823091,70
"1283",20170823101,87
"1284",20170823111,98
"1285",20170823121,102
"1286",20170823131,93
"1287",20170823141,100
"1288",20170823151,100
"1289",20170823161,98
"1290",20170823171,98
"1291",20170823181,100
"1292",20170823191,106
"1293",20170823201,106
"1294",20170823211,101
"1295",20170823221,99
"1296",20170823231,94
"1297",20170824001,82
"1298",20170824011,68
"1299",20170824021,59
"1300",20170824031,51
"1301",20170824041,45
"1302",20170824051,43
"1303",20170824061,45
"1304",20170824071,51
"1305",20170824081,57
"1306",20170824091,68
"1307",20170824101,83
"1308",20170824111,94
"1309",20170824121,98
"1310",20170824131,89
"1311",20170824141,96
"1312",20170824151,96
"1313",20170824161,94
"1314",20170824171,94
"1315",20170824181,96
"1316",20170824191,102
"1317",20170824201,101
"1318",20170824211,97
"1319",20170824221,95
"1320",20170824231,90
"1321",20170825001,77
"1322",20170825011,63
"1323",20170825021,55
"1324",20170825031,48
"1325",20170825041,42
"1326",20170825051,40
"1327",20170825061,42
"1328",20170825071,47
"1329",20170825081,53
"1330",20170825091,63
"1331",20170825101,77
"1332",20170825111,87
"1333",20170825121,91
"1334",20170825131,83
"1335",20170825141,89
"1336",20170825151,90
"1337",20170825161,87
"1338",20170825171,87
"1339",20170825181,89
"1340",20170825191,95
"1341",20170825201,94
"1342",20170825211,90
"1343",20170825221,89
"1344",20170825231,84
"1345",20170826001,76
"1346",20170826011,63
"1347",20170826021,55
"1348",20170826031,48
"1349",20170826041,42
"1350",20170826051,40
"1351",20170826061,42
"1352",20170826071,47
"1353",20170826081,53
"1354",20170826091,63
"1355",20170826101,77
"1356",20170826111,87
"1357",20170826121,91
"1358",20170826131,83
"1359",20170826141,89
"1360",20170826151,89
"1361",20170826161,87
